Name | Description | Default Value | Flags
cast_physics | Tests physics shape collision detection | cmd | sv, cheat
cast_ray | Tests ray cast | cmd | sv, cheat
cast_sphere | Tests sphere cast | cmd | sv, cheat
cc_captiontrace | Show missing closecaptions (0 = no, 1 = devconsole, 2 = show in hud) | 1 | devonly, cl
cc_delay_time | Close caption delay before showing caption. | 0.25 | cl, a
cc_emit | Emits a closed caption | cmd | devonly, cl
cc_findsound | Searches for soundname which emits specified text. | cmd | devonly, cl
cc_flush | Flushes async'd captions. | cmd | devonly, cl
cc_lang | Current close caption language (emtpy = use game UI language) |  | cl, a
cc_linger_time | Close caption linger time. | 1 | cl, a
cc_log | Log caption names and contents (0 = off, 1 = found captions, 2 = unfound captions, 3 = all captions) | 0 | devonly, cl
cc_norepeat | In multiplayer games, don't repeat captions more often than this many seconds. | 5 | devonly, sv
cc_random | Emits a random caption | cmd | devonly, cl
cc_showblocks | Toggles showing which blocks are pending/loaded async. | cmd | devonly, cl
cc_showmissing | Show missing closecaption entries. | false | devonly, sv, rep
cc_spectator_only |  | false | cl, a
cc_subtitles | If set, don't show sound effect captions, just voice overs (i.e., won't help hearing impaired players). | false | cl, a
cc_vr_caption_catchup_interval | Duration it takes for attached caption to ideal point | 0.3 | devonly, cl
cc_vr_caption_speed | 0 = slow, 1 = medium (default), 2 = fast | 1 | cl, a
cc_vr_debug | Debug visualization of VR closed caption placement | false | devonly, cl
cc_vr_depth_test | Have closed caption Panorama panel perform depth testing against the scene | false | devonly, cl
cc_vr_epsilon | Epsilon to trigger movement of VR subtitle panel in world space | 2.5 | devonly, cl
cc_vr_font_size | 0 = small, 1 = med (default), 2 = large | 1 | cl, a
cc_vr_forward_offset | Subtitle offset distance (forward, in front of player) | 30 | devonly, cl
cc_vr_vertical_offset | Subtitle vertical offset distance (positive is up) | -6.5 | devonly, cl
cc_vr_width | 0 = narrow, 1 = med (default), 2 = wide | 1 | cl, a
changelevel | changelevel &lt;mapname&gt; :Multiplayer change level. | cmd | release
chat_fake_player_say_all | &lt;player_slot&gt; &lt;message&gt; | cmd | devonly, cl
chat_fake_player_say_allies | &lt;player_slot&gt; &lt;message&gt; | cmd | devonly, cl
chat_fake_quick_response |  | cmd | devonly, cl
chat_max_messages |  | 50 | devonly, cl
chat_ping_repeat_seconds |  | 5 | devonly, cl
chat_sequence_max_messages |  | 10 | devonly, cl
chat_sequence_within_seconds |  | 10 | devonly, cl
chat_top_bar_max_messages | The maximum amount of chat panels we allow total | 6 | devonly, cl
chat_top_bar_max_messages_per_player | The maximum amount of chat panels we allow per player | 3 | devonly, cl
check_nofilefd | Print the current number of FDs reported by getrlimit | cmd | devonly
check_transmit_dump_ents |  | false | devonly, sv
citadel_1v1_bonus_health |  | 0 | sv, cl, rep, cheat
citadel_1v1_bonus_health_regen |  | 0 | sv, cl, rep, cheat
citadel_1v1_bonus_tech_power |  | 0 | sv, cl, rep, cheat
citadel_1v1_bonus_weapon_power |  | 0 | sv, cl, rep, cheat
citadel_1v1_bullet_damage_multiplier |  | 1 | sv, cl, rep, cheat
citadel_1v1_tech_damage_multiplier |  | 1 | sv, cl, rep, cheat
citadel_FindUnitsInRadius | Run UTIL_FindUnitsInRadius centered around  | cmd | devonly, sv
citadel_abandon_match | Force abandons current match | cmd | devonly, cl
citadel_abandon_pregame_if_not_connected_in_s | After N seconds, if we don't have all the players connect to the match, the match will be abandoned. This only applies to the initial match start when going from players connecting to pregame | 180 | devonly, sv
citadel_abandon_pregame_if_not_connected_in_s_dev | After N seconds, if we don't have all the players connect to the match, the match will be abandoned. This only applies to the initial match start when going from players connecting to pregame, for dev | 360 | devonly, sv
citadel_abandon_pregame_if_not_connected_in_s_streaming | After N seconds, if we don't have all the players connect to the match with the streaming map, the match will be abandoned. This only applies to the initial match start when going from players connecting to pregame | 120 | devonly, sv
citadel_abandon_pregame_if_not_connected_in_s_streaming_dev | After N seconds, if we don't have all the players connect to the match with the streaming map, the match will be abandoned. This only applies to the initial match start when going from players connecting to pregame, for dev | 120 | devonly, sv
citadel_abandon_time_for_match_not_scored | If someone abandons before this match time (in seconds), we will call the match forfeit and not update mmr for anyone in the match. | 300 | devonly, sv
citadel_ability_busy_queue_time | How long we will queue an ability activation to happen if the player tried to use it while busy. | 0.25 | devonly, sv, cl, rep
citadel_ability_cancel_time | Min Time for a Channel before we can cancel it | 0.2 | devonly, sv, cl, rep
citadel_ability_cast_cancel_mash_protection_time | Pressing a recently cast or channeled ability key will extend its mash protection by this much | 0.2 | devonly, sv, cl, rep
citadel_ability_cooldown_max |  | 0 | sv, cl, rep, cheat
citadel_ability_damage_falloff | Ability ability damage falloff (start_dist, end_dist, end_scale_pct) | 40 70 0 | devonly, sv, cl, rep
citadel_ability_damage_vdata_tweak | Command to tweak base damage from abilities. <br>** Usage<br>- arg1 - Scale Value 1.0 being no change.<br>- arg2 - 2: Affect Abilities and Upgrades, 1: Affects Upgrades Only, 0: Do no Affect Upgrades\] | cmd | devonly, cl
citadel_ability_debug |  | false | sv, cl, rep, cheat
citadel_ability_force_gold_collection | Adds the flag for ability targeting to find gold orbs. Sorta hacky. | false | devonly, sv, cl, rep
citadel_ability_maintain | Command to tweak level boons.  Pass in scale factor | cmd | devonly, cl
citadel_ability_preview_path_debug_draw_dt | DT for debug drawing ability preview path. | 0.075 | cl, a
citadel_ability_property_usage | Command to tweak level boons.  Pass in scale factor | cmd | devonly, cl
citadel_ability_select_mash_protection_time | Pressing a recently selected or cast ability within this time is ignored | 0.25 | devonly, sv, cl, rep
citadel_ability_target_debug |  | 0 | sv, cl, rep, cheat
citadel_ability_target_use_head_bone |  | false | sv, cl, rep, cheat
citadel_ability_upgrade_sell_time |  | 10 | devonly, sv, cl, rep
citadel_abrams_cone_debug |  | false | devonly, sv, cl, rep
citadel_abrams_fastcharge_lagcomp |  | 0.15 | devonly, sv
citadel_abrams_max_charge_unlag_players |  | 0.12 | devonly, sv
citadel_accolades_enabled | -1 = force disabled, 0 = default, 1 = force enabled | 0 | devonly, sv
citadel_accolades_in_metadata_per_player | The number of accolades stored in the metadata. -1 means all | -1 | devonly, sv
citadel_action_refresh_interval |  | 0.1 | devonly, cl
citadel_activate_cps_for_team | Makes the CPs for a team available to capture | cmd | sv, cheat
citadel_activate_window_for_pregame | If set, brings Citadel to the foreground when unpaused | false | cl, release
citadel_activate_window_on_unpause | If set, brings Citadel to the foreground when unpaused | false | cl, a, release
citadel_active_lane | Which lane should be active? 0 means all | 0 | sv, cl, rep, release
citadel_afk_detection_enabled | Is AFK detection turned on? | true | devonly, sv
citadel_ag2_controller_parallel_update_enabled |  | true | devonly, sv, cl, rep
citadel_ag2_crouch_spring_strength |  | 20 | devonly, sv, cl, rep
citadel_ag2_debug_draw_crouch_spring |  | false | devonly, sv, cl, rep
citadel_ag2_debug_draw_facing |  | false | devonly, cl
citadel_ag2_debug_draw_look_target |  | false | devonly, cl
citadel_ag2_direction_commit_blend_time |  | 0.15 | devonly, sv, cl, rep
citadel_ag2_direction_commit_min_time |  | 0.3 | devonly, sv, cl, rep
citadel_ag2_fidget_max_interval |  | 10 | devonly, sv, cl, rep
citadel_ag2_fidget_min_interval |  | 5 | devonly, sv, cl, rep
citadel_ag2_loco_lean_trigger_speed |  | 50 | devonly, sv, cl, rep
citadel_ag2_min_running_with_no_input_speed |  | 90 | devonly, sv, cl, rep
citadel_ag2_remove_param | Remove a param from AG2 graphs | cmd | devonly, cl
citadel_ag2_rename_param | Rename a param in AG2 graphs | cmd | devonly, cl
citadel_ag2_run_to_stop_prime_speed |  | 85 | devonly, sv, cl, rep
citadel_ag2_run_to_stop_trigger_speed |  | 70 | devonly, sv, cl, rep
citadel_ag2_turn_spring_strength |  | 75 | devonly, sv, cl, rep
citadel_ai_path_pathing_time_ms_per_tick |  | 0.5 | devonly, sv
citadel_aim_capsule_trace_debugdraw |  | false | devonly, sv, cl, rep
citadel_aim_debug_duration | Duration to draw the various traces that formed a shot.  Set to a negative number to view the current angles without shooting. | 0 | devonly, sv, cl, rep
citadel_aim_debug_name_filter | Enter space separated names of calls to DebugDrawAimTrace() to only draw them. |  | devonly, sv, cl, rep
citadel_aim_line_trace_debugdraw |  | false | devonly, sv, cl, rep
citadel_air_drag_min |  | 0.2 | sv, cl, rep, cheat
citadel_air_jumps_enabled | Enable to disable air jumps | true | devonly, sv, cl, rep
citadel_aircontrol_speed_fast |  | 50 | sv, cl, rep, cheat
citadel_aircontrol_speed_slow |  | 80 | sv, cl, rep, cheat
citadel_airheart_debugdraw |  | -1 | devonly, sv, cl, rep, cheat
citadel_airheart_freefly |  | false | devonly, sv, cl, rep, cheat
citadel_allow_ally_pings |  | true | cl, a, release
citadel_allow_ally_text |  | true | cl, a, release
citadel_allow_ally_voice |  | true | cl, a, release
citadel_allow_client_higher_version_for_reconnect | When set to true, the client is allowed to connect so long as the client compat version is higher than the server's | true | cl, release
citadel_allow_duplicate_heroes | If enabled, heroes can be selected by multiple players | false | sv, cl, rep, release
citadel_allow_new_player_flow_finished_override | citadel_new_player_flow_finished can't be turned off (because of the callback) unless you reset the other new player convars. This allows you to turn it off. | false | devonly, cl, a
citadel_allow_opponent_text |  | true | cl, a, release
citadel_allow_party_pings |  | true | cl, a, release
citadel_allow_party_text |  | true | cl, a, release
citadel_allow_party_voice |  | true | cl, a, release
citadel_allow_pause_in_match | Allow players to pause in matchmade games | true | devonly, sv
citadel_allow_pausing | Determines if pausing is enabled. Temporary until we get pausing stable | true | devonly, sv, cl, rep
citadel_allow_playofthegame | If enabled, play of the game will happen | false | sv, cl, rep, cheat, release
citadel_allow_purchasing_anywhere | If enabled, you can purchase upgrades anywhere | false | sv, cl, rep, cheat
citadel_allow_spectated_pings |  | true | cl, a, release
citadel_allow_spectated_text |  | true | cl, a, release
citadel_allow_team_change_when_assigned |  | false | devonly, sv
citadel_always_show_active_hud_stats |  | false | cl, a
citadel_always_transmit_abilities | Enable to always force transmit ability entities | false | devonly, sv
citadel_announcement_banned_heroes_display_time |  | 10 | devonly, cl
citadel_announcement_display_time |  | 4 | devonly, cl
citadel_announcement_game_over_msg_display_time |  | 11 | devonly, cl
citadel_arrow_brightness | Changes the zipline arrow brightness | 0.6 | devonly, cl
citadel_assume_pawn_control | Take control of the pawn under the crosshair, or by name if specified | cmd | sv, cheat
citadel_auto_highlight_seconds_after | How many seconds after the highlight event to show when viewing highlights. | 8 | cl, release
citadel_auto_highlight_seconds_before | How many seconds before the highlight event to show when viewing highlights. | 20 | cl, release
citadel_auto_ping_window | If the chat wheel is opened and closed within this time, trigger a ping when it's closed. | 0.35 | devonly, cl
citadel_auto_queue_build | Automatically queue the selected build at game start | false | cl, a, user
citadel_autobuy_refund_time | Time Allowed for a full refund when buy anywhere (Auto/Quick Buy) is enabled | 12 | devonly, sv, cl, rep
citadel_averaged_normal_debug_draw |  | 0 | devonly, sv, cl, rep
citadel_ban_account |  | cmd | cl, release
citadel_ban_account_aim_assist |  | cmd | cl, release
citadel_ban_account_movement_assist |  | cmd | cl, release
citadel_ban_account_vision_assist |  | cmd | cl, release
citadel_barrack_boss_aggro_radius |  | 600 | devonly, sv
citadel_barrack_boss_aggro_time |  | 3 | devonly, sv
citadel_barrack_boss_attackable_height_diff |  | 20 | devonly, sv
citadel_barrack_boss_hero_initial_weapon_reduction_pct |  | 65 | devonly, sv
citadel_barrack_boss_ignore_damage |  | false | devonly, sv
citadel_barrack_boss_max_attack_range |  | 1300 | devonly, sv
citadel_barrack_boss_melee_damage_pct |  | 10 | devonly, sv
citadel_barrack_boss_melee_knockback |  | 600 | devonly, sv
citadel_barrack_boss_ping_interval |  | 10 | devonly, sv
citadel_basic_energy_regen_time |  | 30 | devonly, sv, cl, rep
citadel_bebop_beam_approach_speed |  | 20 | devonly, sv, cl, rep
citadel_bebop_beam_approach_speed_step_scale |  | 2 | devonly, sv, cl, rep
